listing_id,unit_id,project_id,project_name,university,distance_to_campus_m,facility_count,agent_id,floor,size_sqm,room_type,view,furnished,week_listed,date_listed,season_listed,asking_rent,first_asking_rent,weeks_on_market,n_viewings,leased,week_leased,tenant_segment,lease_months
LS003906,U031732,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,5,23.3,studio,standard,False,31,2023-08-08,normal,10010.0,10540.0,4,12,True,35,year1,12
LS014397,U070062,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG06,2,26.2,studio,pool,False,104,2024-12-31,peak,8270.0,9750.0,20,4,True,124,year4,6
LS004905,U050192,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG03,4,41.3,1BR Plus,standard,True,41,2023-10-17,shoulder,14280.0,14280.0,0,5,True,41,year2_3,12
LS016965,U120950,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG04,3,22.8,studio,standard,True,104,2024-12-31,off,8070.0,9510.0,15,3,True,119,year1,12
LS002789,U040817,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG03,8,21.1,studio,standard,True,18,2023-05-09,peak,12380.0,12380.0,0,3,True,18,year2_3,12
LS004992,U020735,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG04,2,28.0,1BR,city,True,42,2023-10-24,shoulder,11510.0,11510.0,0,3,True,42,year2_3,12
LS022660,U050168,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG01,3,26.7,studio,standard,True,147,2025-10-28,shoulder,10800.0,10800.0,0,3,True,147,year1,12
LS023312,U031141,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,2,21.4,studio,standard,True,150,2025-11-18,shoulder,9800.0,9800.0,0,5,True,150,year2_3,6
LS022293,U021040,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG06,3,31.8,1BR,standard,False,146,2025-10-21,normal,11590.0,12740.0,9,10,True,155,year1,12
LS006609,U090073,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG02,3,31.7,1BR,city,False,52,2024-01-02,peak,9930.0,11700.0,29,4,True,81,year1,6
LS026007,U180328,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG05,3,24.4,studio,city,True,156,2025-12-30,peak,10290.0,11980.0,19,3,True,175,year2_3,6
LS011566,U000249,0,Kave Condo,ม.กรุงเทพ,100,20,AG06,2,22.6,studio,standard,False,84,2024-08-13,normal,8730.0,8730.0,2,3,True,86,year2_3,6
LS028402-B,U040995,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,1,24.8,studio,city,False,171,2026-04-14,peak,9440.0,9970.0,4,4,True,175,year4,12
LS030058,U120150,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG03,5,35.3,1BR,pool,True,178,2026-06-02,peak,15210.0,15210.0,0,4,True,178,year2_3,6
LS018653,U100112,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG01,7,26.3,studio,standard,False,119,2025-04-15,normal,6630.0,7660.0,23,6,True,142,year4,6
LS030364,U160054,16,KAVE Luminous Bangmod,มจธ.บางมด,600,23,AG01,7,25.6,studio,standard,False,180,2026-06-16,peak,10790.0,10790.0,2,1,False,,,
LS004443,U140127,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG01,2,44.8,1BR Plus,standard,True,36,2023-09-12,shoulder,14150.0,14890.0,7,12,True,43,year1,12
LS027370,U040160,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG03,2,31.8,1BR,standard,True,167,2026-03-17,off,11240.0,11830.0,6,3,True,173,firstjob,6
LS000576,U030430,3,Kave Town Island,ม.กรุงเทพ,300,45,AG02,8,39.0,1BR Plus,city,True,0,2023-01-03,normal,14760.0,14760.0,3,4,True,3,year2_3,12
LS023981,U060873,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG01,5,21.7,studio,pool,True,154,2025-12-16,normal,12770.0,12770.0,2,4,True,156,year1,6
LS011590,U031701,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,5,33.3,1BR,standard,True,84,2024-08-13,normal,12240.0,12240.0,0,7,True,84,year1,12
LS005598,U020388,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG04,8,23.8,studio,standard,True,47,2023-11-28,shoulder,11180.0,11180.0,0,3,True,47,year1,12
LS016618,U120603,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG04,4,26.4,studio,standard,True,104,2024-12-31,peak,8410.0,9920.0,18,3,True,122,year2_3,6
LS003501,U010814,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,3,25.6,studio,pool,True,27,2023-07-11,peak,12610.0,12610.0,0,4,True,27,year1,12
LS025468-B,U160305,16,KAVE Luminous Bangmod,มจธ.บางมด,600,23,AG03,4,44.5,1BR Plus,pool,True,156,2025-12-30,normal,12520.0,15040.0,26,0,False,,,
LS019011,U040183,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG02,3,25.9,studio,standard,True,121,2025-04-29,peak,9260.0,9260.0,2,4,True,123,year2_3,12
LS016739-B,U120724,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG04,2,33.2,1BR,standard,True,104,2024-12-31,peak,10430.0,12090.0,20,3,True,124,year2_3,6
LS024826,U080543,8,Kave Carnival,ม.รังสิต,400,40,AG06,8,24.6,studio,standard,True,156,2025-12-30,peak,9860.0,11460.0,19,3,True,175,year2_3,12
LS029532,U060058,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG02,1,25.3,studio,pool,False,175,2026-05-12,peak,11510.0,11510.0,0,4,True,175,year1,6
LS022504,U140580,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG01,1,25.8,studio,standard,True,146,2025-10-21,shoulder,10230.0,10230.0,2,4,True,148,year1,12
LS027465,U000124,0,Kave Condo,ม.กรุงเทพ,100,20,AG06,7,35.0,1BR,standard,True,168,2026-03-24,peak,10500.0,11050.0,6,4,True,174,year4,6
LS028855,U071036,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG01,3,37.3,1BR Plus,standard,False,172,2026-04-21,peak,13970.0,13970.0,2,3,True,174,year2_3,12
LS030361,U150420,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG06,8,34.2,1BR,standard,True,180,2026-06-16,peak,12250.0,12250.0,2,1,False,,,
LS017715,U040324,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG02,2,25.8,studio,standard,True,114,2025-03-11,off,8150.0,8580.0,5,4,True,119,year2_3,6
LS026610,U110220,11,Kave Uni.Verse Bangsaen,ม.บูรพา,200,26,AG06,4,22.9,studio,standard,True,161,2026-02-03,off,8560.0,8560.0,1,4,True,162,year4,6
LS015259,U070924,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG04,6,22.0,studio,city,True,104,2024-12-31,normal,12470.0,12470.0,0,3,True,104,year4,6
LS002552,U030207,3,Kave Town Island,ม.กรุงเทพ,300,45,AG02,3,34.6,1BR,city,True,15,2023-04-18,off,12490.0,12490.0,2,3,True,17,year1,12
LS028016,U050457,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG01,3,24.9,studio,standard,False,170,2026-04-07,peak,9060.0,9540.0,5,4,True,175,year1,12
LS005217,U060403,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG02,8,33.5,1BR,city,True,43,2023-10-31,shoulder,13000.0,13000.0,1,6,True,44,year2_3,12
LS012763,U041027,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,3,25.2,studio,standard,True,94,2024-10-22,shoulder,9760.0,9760.0,0,3,True,94,year4,12
LS002282,U050480,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG04,6,24.8,studio,city,True,11,2023-03-21,off,10670.0,10670.0,0,3,True,11,year1,12
LS030188,U100441,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG01,7,23.8,studio,pool,True,179,2026-06-09,peak,9570.0,9570.0,3,3,False,,,
LS010526,U031730,3,Kave Town Island,ม.กรุงเทพ,300,45,AG04,8,29.3,1BR,standard,False,73,2024-05-28,peak,13950.0,13950.0,1,8,True,74,firstjob,12
LS015514,U071179,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG04,8,22.7,studio,standard,False,104,2024-12-31,peak,8960.0,10560.0,21,7,True,125,year2_3,6
LS004842,U010376,1,Kave Town Space,ม.กรุงเทพ,200,30,AG06,3,24.3,studio,standard,False,41,2023-10-17,shoulder,10620.0,10620.0,3,6,True,44,year1,12
LS026377,U010816,1,Kave Town Space,ม.กรุงเทพ,200,30,AG06,6,26.8,studio,standard,True,159,2026-01-20,off,9780.0,10290.0,5,5,True,164,year4,12
LS011711,U051007,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,5,28.0,1BR,city,True,85,2024-08-20,normal,12220.0,12220.0,1,6,True,86,year2_3,12
LS026952,U060760,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,7,22.9,studio,city,False,164,2026-02-24,off,10100.0,10100.0,0,4,True,164,year1,12
LS006218,U060568,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG05,5,28.5,1BR,city,True,50,2023-12-19,normal,13890.0,13890.0,0,3,True,50,year2_3,12
LS007241,U100191,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG04,8,23.8,studio,standard,True,52,2024-01-02,normal,7780.0,7780.0,2,3,True,54,year1,6
LS002439,U000048,0,Kave Condo,ม.กรุงเทพ,100,20,AG02,3,30.9,1BR,standard,True,14,2023-04-11,off,10320.0,10320.0,0,3,True,14,firstjob,12
LS006462,U020891,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG03,6,22.7,studio,pool,False,52,2024-01-02,normal,10240.0,10240.0,0,3,True,52,year4,12
LS008561,U140115,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG03,6,39.4,1BR Plus,city,False,53,2024-01-09,off,13490.0,15760.0,60,34,True,113,year1,6
LS012769,U050492,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG02,5,23.3,studio,standard,True,94,2024-10-22,shoulder,9640.0,9640.0,1,5,True,95,year4,12
LS021275,U140314,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG05,7,23.9,studio,city,True,139,2025-09-02,shoulder,11260.0,11810.0,6,5,True,145,year4,12
LS005463,U060607,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,5,24.4,studio,pool,False,45,2023-11-14,off,10670.0,12430.0,24,18,True,69,year2_3,12
LS015918,U110148,11,Kave Uni.Verse Bangsaen,ม.บูรพา,200,26,AG03,3,26.8,studio,city,True,104,2024-12-31,peak,9640.0,11210.0,25,3,True,129,year1,12
LS029629,U150367,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG04,6,28.8,1BR,city,True,175,2026-05-12,peak,13510.0,13510.0,0,3,True,175,year2_3,12
LS002336,U030681,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,8,39.5,1BR Plus,standard,True,12,2023-03-28,peak,13650.0,14370.0,7,3,True,19,year4,6
LS002241,U000091,0,Kave Condo,ม.กรุงเทพ,100,20,AG05,6,24.7,studio,standard,True,11,2023-03-21,peak,8490.0,9410.0,12,7,True,23,year1,12
LS012971,U060593,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG02,5,21.1,studio,city,False,95,2024-10-29,shoulder,11410.0,11410.0,3,5,True,98,year1,6
LS008786,U020206,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG01,4,22.3,studio,standard,True,57,2024-02-06,off,8610.0,9060.0,4,3,True,61,year2_3,12
LS003751,U050371,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG03,3,26.4,studio,pool,True,29,2023-07-25,peak,12160.0,12160.0,0,3,True,29,year4,6
LS013064,U020932,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG04,7,22.0,studio,standard,True,96,2024-11-05,shoulder,10280.0,10280.0,0,3,True,96,year2_3,6
LS010644,U031329,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,2,32.4,1BR,standard,True,74,2024-06-04,peak,14530.0,14530.0,0,3,True,74,year1,12
LS015250,U070915,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,8,26.3,studio,standard,True,104,2024-12-31,peak,8410.0,9920.0,18,4,True,122,year2_3,12
LS011036,U031206,3,Kave Town Island,ม.กรุงเทพ,300,45,AG01,8,26.3,studio,city,True,77,2024-06-25,peak,11650.0,11650.0,0,3,True,77,year1,6
LS020622-B,U031698,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,7,26.8,studio,standard,True,133,2025-07-22,peak,11420.0,11480.0,0,5,True,133,year2_3,12
LS021622,U040307,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,8,31.7,1BR,standard,True,142,2025-09-23,shoulder,12650.0,12650.0,2,3,True,144,year1,12
LS011890,U040136,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,6,21.5,studio,standard,True,87,2024-09-03,normal,9840.0,9840.0,2,5,True,89,year2_3,6
LS015262,U070927,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,5,21.3,studio,standard,False,104,2024-12-31,peak,9690.0,11270.0,21,5,True,125,year2_3,12
LS008204,U150308,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG06,2,22.1,studio,pool,False,52,2024-01-02,peak,8210.0,9670.0,27,4,True,79,year4,12
LS027404,U060340,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG04,7,41.2,1BR Plus,standard,True,167,2026-03-17,off,13690.0,13690.0,3,4,True,170,year2_3,6
LS007456,U100406,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG01,4,22.4,studio,pool,True,52,2024-01-02,peak,6840.0,8060.0,18,3,True,70,year2_3,6
LS025135,U090368,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG01,8,20.9,studio,standard,True,156,2025-12-30,off,9780.0,10740.0,9,6,True,165,year1,12
LS018534,U020888,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG03,6,25.0,studio,standard,True,119,2025-04-15,off,10360.0,10360.0,0,3,True,119,year2_3,6
LS011439,U010418,1,Kave Town Space,ม.กรุงเทพ,200,30,AG06,8,29.6,1BR,standard,False,82,2024-07-30,peak,13770.0,13770.0,0,7,True,82,year2_3,12
LS024845,U080562,8,Kave Carnival,ม.รังสิต,400,40,AG05,5,22.1,studio,city,True,156,2025-12-30,normal,10530.0,10530.0,3,3,True,159,year1,6
LS024837,U080554,8,Kave Carnival,ม.รังสิต,400,40,AG04,5,23.3,studio,standard,True,156,2025-12-30,off,9310.0,10320.0,11,3,True,167,year4,6
LS029744,U090513,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG06,6,25.7,studio,city,False,176,2026-05-19,peak,9740.0,10250.0,6,8,False,,,
LS002351,U040351,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,3,23.3,studio,city,True,12,2023-03-28,off,10810.0,10810.0,0,3,True,12,year4,12
LS011048,U040850,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,4,31.2,1BR,city,True,77,2024-06-25,peak,14650.0,14650.0,1,14,True,78,year1,6
LS006234,U140181,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG04,2,27.4,1BR,standard,True,50,2023-12-19,peak,8920.0,10520.0,20,6,True,70,year1,12
LS016868,U120853,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG03,3,39.7,1BR Plus,city,True,104,2024-12-31,peak,12610.0,14870.0,18,3,True,122,year1,6
LS028755,U050220,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG03,8,21.2,studio,city,False,172,2026-04-21,peak,10600.0,10600.0,3,5,True,175,year2_3,12
LS016647,U120632,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG02,5,26.2,studio,standard,True,104,2024-12-31,normal,10150.0,10150.0,1,3,True,105,year2_3,6
LS003391,U000499,0,Kave Condo,ม.กรุงเทพ,100,20,AG04,8,23.2,studio,city,True,26,2023-07-04,peak,10580.0,10580.0,2,3,True,28,firstjob,6
LS010118,U040934,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,2,21.6,studio,standard,False,69,2024-04-30,peak,8720.0,9180.0,5,9,True,74,firstjob,12
LS009234,U010605,1,Kave Town Space,ม.กรุงเทพ,200,30,AG04,4,21.1,studio,standard,True,63,2024-03-19,off,9940.0,9940.0,2,3,True,65,year2_3,12
LS005907,U030045,3,Kave Town Island,ม.กรุงเทพ,300,45,AG06,5,20.9,studio,standard,True,49,2023-12-12,normal,9930.0,9930.0,0,3,True,49,year1,12
LS028339,U030169,3,Kave Town Island,ม.กรุงเทพ,300,45,AG03,2,22.3,studio,city,True,171,2026-04-14,peak,10180.0,10180.0,3,4,True,174,year2_3,12
LS023619,U020595,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG03,2,31.7,1BR,pool,True,152,2025-12-02,normal,12460.0,12460.0,0,3,True,152,year2_3,12
LS027016,U031216,3,Kave Town Island,ม.กรุงเทพ,300,45,AG02,1,26.7,studio,standard,False,165,2026-03-03,off,9020.0,9020.0,0,3,True,165,year2_3,12
LS022348,U040080,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG06,2,31.2,1BR,standard,False,146,2025-10-21,off,10290.0,12140.0,20,16,True,166,firstjob,6
LS022424,U070247,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG02,1,26.3,studio,standard,False,146,2025-10-21,shoulder,11510.0,11510.0,3,11,True,149,firstjob,12
LS022561,U020330,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG06,4,34.3,1BR,city,True,147,2025-10-28,shoulder,11320.0,11320.0,0,4,True,147,year2_3,12
LS026086,U180407,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG02,7,30.7,1BR,standard,False,156,2025-12-30,normal,12040.0,14040.0,26,3,False,,,
LS009180,U031155,3,Kave Town Island,ม.กรุงเทพ,300,45,AG04,4,25.5,studio,standard,True,62,2024-03-12,off,8980.0,8980.0,1,3,True,63,year2_3,6
LS006719,U090183,9,Kave Embryo,ม.ราชมงคลธัญบุรี,250,30,AG01,1,22.6,studio,standard,True,52,2024-01-02,peak,8070.0,9520.0,23,4,True,75,year2_3,6
LS027611,U000013,0,Kave Condo,ม.กรุงเทพ,100,20,AG05,1,25.6,studio,standard,True,169,2026-03-31,peak,8190.0,8620.0,6,5,True,175,year2_3,12
LS002226,U060795,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG03,1,33.1,1BR,standard,True,10,2023-03-14,off,11270.0,11270.0,3,4,True,13,year1,12
LS026046,U180367,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG05,5,33.4,1BR,pool,False,156,2025-12-30,peak,12300.0,14510.0,22,4,True,178,year2_3,12
LS024474,U080191,8,Kave Carnival,ม.รังสิต,400,40,AG03,2,30.9,1BR,standard,True,156,2025-12-30,off,11280.0,12490.0,13,4,True,169,year2_3,6
LS030449,U100210,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG05,4,27.0,1BR,standard,True,181,2026-06-23,peak,10560.0,10560.0,1,1,False,,,
LS014951,U070616,7,Kave Wonderland,ม.ธรรมศาสตร์,250,45,AG03,7,22.5,studio,standard,True,104,2024-12-31,normal,10400.0,10400.0,1,3,True,105,year2_3,12
LS016923,U120908,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG06,4,24.9,studio,standard,True,104,2024-12-31,peak,8650.0,10190.0,19,4,True,123,year2_3,12
LS028958,U140350,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG01,5,33.8,1BR,standard,True,172,2026-04-21,peak,10820.0,11390.0,4,6,True,176,firstjob,12
LS021179,U020910,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG02,2,32.8,1BR,city,True,139,2025-09-02,normal,12190.0,12190.0,3,4,True,142,year1,12
LS017261,U050408,5,Kave TU,ม.ธรรมศาสตร์,50,25,AG03,4,22.3,studio,standard,True,108,2025-01-28,off,9090.0,10070.0,13,5,True,121,firstjob,12
LS011215-B,U020684,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG05,5,24.4,studio,pool,False,79,2024-07-09,peak,12600.0,12350.0,1,5,True,80,year4,12
LS007403,U100353,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG06,8,42.2,1BR Plus,city,True,52,2024-01-02,peak,9840.0,11600.0,22,3,True,74,year2_3,6
LS005076,U060184,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG02,3,23.5,studio,city,True,42,2023-10-24,shoulder,11100.0,11100.0,2,6,True,44,year1,12
LS021627,U040503,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG01,7,39.0,1BR Plus,standard,True,142,2025-09-23,normal,15080.0,15080.0,0,4,True,142,year2_3,12
LS003873,U000040,0,Kave Condo,ม.กรุงเทพ,100,20,AG01,2,26.2,studio,standard,True,31,2023-08-08,normal,9110.0,9590.0,5,6,True,36,year2_3,6
LS023319,U040101,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG01,1,23.1,studio,standard,True,150,2025-11-18,shoulder,10840.0,10840.0,1,6,True,151,year2_3,6
LS029574,U100357,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG02,7,26.5,studio,pool,True,175,2026-05-12,peak,8450.0,8890.0,7,5,False,,,
LS005429,U040312,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG04,1,33.5,1BR,standard,False,45,2023-11-14,shoulder,12570.0,12570.0,0,3,True,45,firstjob,12
LS019897,U060839,6,Kave Ava,ม.ธรรมศาสตร์,50,30,AG06,8,22.2,studio,standard,True,126,2025-06-03,peak,11910.0,11910.0,0,3,True,126,year1,6
LS010325,U140225,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG03,7,26.2,studio,city,True,71,2024-05-14,peak,11350.0,11350.0,3,8,True,74,year2_3,6
LS019020,U040908,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG05,7,26.8,studio,standard,True,121,2025-04-29,peak,10610.0,10610.0,2,4,True,123,firstjob,12
LS024876,U080593,8,Kave Carnival,ม.รังสิต,400,40,AG03,7,23.5,studio,standard,True,156,2025-12-30,off,9950.0,10930.0,9,3,True,165,firstjob,6
LS026150,U180471,18,Kave Playground,ร.ร.บดินทรเดชา,150,60,AG03,5,22.7,studio,standard,True,156,2025-12-30,off,9890.0,10410.0,5,3,True,161,firstjob,6
LS017592,U020140,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG05,1,29.6,1BR,pool,True,113,2025-03-04,peak,10970.0,12160.0,11,6,True,124,year4,6
LS009577,U030277,3,Kave Town Island,ม.กรุงเทพ,300,45,AG05,3,21.5,studio,standard,True,66,2024-04-09,off,9670.0,9670.0,2,3,True,68,year2_3,12
LS024954,U080671,8,Kave Carnival,ม.รังสิต,400,40,AG03,6,35.0,1BR,city,False,156,2025-12-30,peak,11940.0,14070.0,21,4,True,177,year1,12
LS029205,U120967,12,Kave Coco Bangsaen,ม.บูรพา,500,50,AG06,5,45.3,1BR Plus,city,False,173,2026-04-28,off,13740.0,15130.0,9,11,False,,,
LS013095,U040061,4,Kave Town Colony,ม.กรุงเทพ,300,40,AG01,6,31.4,1BR,standard,True,96,2024-11-05,shoulder,14080.0,14080.0,3,9,True,99,year1,6
LS013230,U020511,2,Kave Town Shift,ม.กรุงเทพ,200,30,AG02,2,21.7,studio,standard,True,97,2024-11-12,normal,9430.0,9930.0,5,6,True,102,year2_3,12
LS008213,U150317,15,Kave Genesis Nakhon Pathom,ม.ศิลปากร,400,30,AG06,2,33.8,1BR,city,True,52,2024-01-02,peak,8850.0,10440.0,25,3,True,77,firstjob,6
LS020739,U100516,10,Kave Seed Kaset,ม.เกษตรศาสตร์,4600,25,AG01,7,23.0,studio,standard,True,134,2025-07-29,normal,8790.0,9250.0,7,4,True,141,year2_3,12
LS018907-B,U140307,14,Kave Mutant Salaya,ม.มหิดล,750,30,AG05,3,34.6,1BR,standard,True,120,2025-04-22,peak,11420.0,11190.0,2,3,True,122,year4,12
